NMEA message,PGHP time stamp
"!BSVDM,1,1,,B,13akwD001p0r5EPOobfN200:05PH,0*5B","$PGHP,1,2018,11,19,12,6,7,747,219,,2190051,1,*12"
"!BSVDM,1,1,,A,13akwD001q0r5DjOod1f0c>N00S?,0*41","$PGHP,1,2018,11,19,12,6,18,402,219,,2190051,1,*2E"
"!BSVDM,1,1,,B,13akwD001q0r5DjOod1f0c>N00S?,0*42","$PGHP,1,2018,11,19,12,6,18,402,219,,2190047,1,*29"
"!BSVDM,1,1,,A,13akwD001q0r5CtOoeEMv;>j05PH,0*4D","$PGHP,1,2018,11,19,12,6,28,526,219,,2190047,1,*2D"
"!BSVDM,1,1,,B,13akwD001q0r5CtOoeEMv;>j05PH,0*4E","$PGHP,1,2018,11,19,12,6,28,541,219,,2190048,1,*23"
"!BSVDM,1,1,,A,33akwD001r0r5ChOoeeuus>p01vh,0*1B","$PGHP,1,2018,11,19,12,6,31,724,219,,2190047,1,*25"
"!BSVDM,1,1,,A,33akwD001q0r5CLOof>Muc?000w@,0*25","$PGHP,1,2018,11,19,12,6,35,203,219,,2190047,1,*21"
"!BSVDM,1,1,,B,33akwD001q0r5CLOof>Muc?000w@,0*26","$PGHP,1,2018,11,19,12,6,35,203,219,,2190047,1,*21"
"!BSVDM,1,1,,A,13akwD001q0r5C<OofVeu;?60@FK,0*03","$PGHP,1,2018,11,19,12,6,38,260,219,,2190047,1,*29"
"!BSVDM,1,1,,B,13akwD001q0r5C<OofVeu;?60@FK,0*00","$PGHP,1,2018,11,19,12,6,38,276,219,,2190047,1,*2E"
"!BSVDM,1,1,,A,33akwD001r0r5BtOofwutc?<0000,0*54","$PGHP,1,2018,11,19,12,6,41,942,219,,2190047,1,*2C"
"!BSVDM,1,1,,B,33akwD001r0r5BtOofwutc?<0000,0*57","$PGHP,1,2018,11,19,12,6,41,942,219,,2190048,1,*23"
"!BSVDM,1,1,,B,33akwD001r0r5BLOogQusc?D00u0,0*72","$PGHP,1,2018,11,19,12,6,45,249,219,,2190047,1,*28"
"!BSVDM,1,1,,A,33akwD001r0r5BLOogQusc?D00u0,0*71","$PGHP,1,2018,11,19,12,6,45,249,219,,2190047,1,*28"
"!BSVDM,1,1,,A,13akwD001r0r5B:Oogk=s@1H0<1W,0*79","$PGHP,1,2018,11,19,12,6,47,948,219,,2190047,1,*20"
"!BSVDM,1,1,,B,13akwD001r0r5B:Oogk=s@1H0<1W,0*7A","$PGHP,1,2018,11,19,12,6,47,948,219,,2190051,1,*27"
"!BSVDM,1,1,,A,33akwD0Oir0r5A`OohE=rP1P0000,0*47","$PGHP,1,2018,11,19,12,6,51,754,219,,2190051,1,*23"
"!BSVDM,1,1,,B,33akwD0Oir0r5A`OohE=rP1P0000,0*44","$PGHP,1,2018,11,19,12,6,51,770,219,,2190047,1,*22"
"!BSVDM,1,1,,B,13akwD001q0r5@hOoi@=rP3f0HR5,0*44","$PGHP,1,2018,11,19,12,6,58,166,219,,2190047,1,*2A"
"!BSVDM,1,1,,A,13akwD001q0r5@hOoi@=rP3f0HR5,0*47","$PGHP,1,2018,11,19,12,6,58,166,219,,2190047,1,*2A"
"!BSVDM,1,1,,A,13akwD001q0r5?hOojTuuP6:00S3,0*46","$PGHP,1,2018,11,19,12,7,7,728,219,,2190047,1,*1D"
"!BSVDM,1,1,,B,13akwD001q0r5?hOojTuuP6:00S3,0*45","$PGHP,1,2018,11,19,12,7,7,728,219,,2190051,1,*1A"
"!BSVDM,1,1,,B,13akwD001q0r5?LOol2N2@6P0D1`,0*42","$PGHP,1,2018,11,19,12,7,18,539,219,,2190047,1,*21"
"!BSVDM,1,1,,A,13akwD001q0r5?LOol2N2@6P0D1`,0*41","$PGHP,1,2018,11,19,12,7,18,539,219,,2190047,1,*21"
"!BSVDM,1,1,,B,13akwD001q0r5?nOomH01@6l00R@,0*6D","$PGHP,1,2018,11,19,12,7,28,523,219,,2190048,1,*26"
"!BSVDM,1,1,,A,13akwD001q0r5?nOomH01@6l00R@,0*6E","$PGHP,1,2018,11,19,12,7,28,539,219,,2190047,1,*22"
"!BSVDM,1,1,,A,13akwD001q0r5@>OonSh2h760<1`,0*3E","$PGHP,1,2018,11,19,12,7,38,257,219,,2190051,1,*2B"
"!BSVDM,1,1,,B,13akwD001q0r5@>OonSh2h760<1`,0*3D","$PGHP,1,2018,11,19,12,7,38,273,219,,2190047,1,*2A"
"!BSVDM,1,1,,A,13akwD001r0r5@nOooq03@5J08L6,0*6E","$PGHP,1,2018,11,19,12,7,47,945,219,,2190047,1,*2C"
"!BSVDM,1,1,,B,13akwD001r0r5@nOooq03@5J08L6,0*6D","$PGHP,1,2018,11,19,12,7,47,945,219,,2190051,1,*2B"
"!BSVDM,1,1,,A,13akwD001q0r5ABOoq=02h3f0D1a,0*47","$PGHP,1,2018,11,19,12,7,58,163,219,,2190047,1,*2E"
"!BSVDM,1,1,,B,13akwD001q0r5ABOoq=02h3f0D1a,0*44","$PGHP,1,2018,11,19,12,7,58,163,219,,2190047,1,*2E"
"!BSVDM,1,1,,A,13akwD001q0r5A@OorGv3h280L1c,0*2E","$PGHP,1,2018,11,19,12,8,7,554,219,,2190047,1,*1B"
"!BSVDM,1,1,,B,13akwD001q0r5A@OorGv3h280L1c,0*2D","$PGHP,1,2018,11,19,12,8,7,554,219,,2190047,1,*1B"
"!BSVDM,1,1,,A,13akwD001q0r5A2OoskN102N0@:o,0*6E","$PGHP,1,2018,11,19,12,8,18,536,219,,2190047,1,*21"
"!BSVDM,1,1,,B,13akwD001q0r5A2OoskN102N0@:o,0*6D","$PGHP,1,2018,11,19,12,8,18,536,219,,2190047,1,*21"
"!BSVDM,1,1,,A,13akwD001q0r5@TOotpewh2f0D1V,0*3E","$PGHP,1,2018,11,19,12,8,26,976,219,,2190047,1,*24"
"!BSVDM,1,1,,B,13akwD001q0r5@TOotpewh2f0D1V,0*3D","$PGHP,1,2018,11,19,12,8,26,976,219,,2190048,1,*2B"
"!BSVDM,1,1,,A,13akwD001r0r5?jOovN=wP5608FK,0*61","$PGHP,1,2018,11,19,12,8,38,270,219,,2190047,1,*26"
"!BSVDM,1,1,,B,13akwD001r0r5?jOovN=wP5608FK,0*62","$PGHP,1,2018,11,19,12,8,38,270,219,,2190047,1,*26"
"!BSVDM,1,1,,A,13akwD001r0r5?>Oowhv0h7J05PP,0*58","$PGHP,1,2018,11,19,12,8,47,943,219,,2190047,1,*25"
"!BSVDM,1,1,,B,13akwD001r0r5?>Oowhv0h7J05PP,0*5B","$PGHP,1,2018,11,19,12,8,47,943,219,,2190051,1,*22"
"!BSVDM,1,1,,A,13akwD001q0r5?0Op14N1P9f0@R5,0*61","$PGHP,1,2018,11,19,12,8,58,161,219,,2190048,1,*2C"
"!BSVDM,1,1,,B,13akwD001q0r5?0Op14N1P9f0@R5,0*62","$PGHP,1,2018,11,19,12,8,58,161,219,,2190047,1,*23"
"!BSVDM,2,1,4,A,53akwD02<lc:10H8T00lU=<uE8T8u8L000000016?H<796rm0BA3lQ4Q,0*47!BSVDM,2,2,4,A,@j5000000000000,2*16","$PGHP,1,2018,11,19,12,9,2,217,219,,2190047,1,*1F"
"!BSVDM,2,1,5,B,53akwD02<lc:10H8T00lU=<uE8T8u8L000000016?H<796rm0BA3lQ4Q,0*45!BSVDM,2,2,5,B,@j5000000000000,2*14","$PGHP,1,2018,11,19,12,9,2,233,219,,2190047,1,*19"
"!BSVDM,1,1,,B,13akwD001q0r5?0Op2Eh0h::0H4K,0*40","$PGHP,1,2018,11,19,12,9,7,553,219,,2190051,1,*1A"
"!BSVDM,1,1,,A,13akwD001q0r5?0Op2Eh0h::0H4K,0*43","$PGHP,1,2018,11,19,12,9,7,553,219,,2190047,1,*1D"
"!BSVDM,1,1,,B,13akwD001p0r5?BOp3hh4P<P0<1U,0*20","$PGHP,1,2018,11,19,12,9,18,535,219,,2190047,1,*23"
"!BSVDM,1,1,,A,13akwD001p0r5?BOp3hh4P<P0<1U,0*23","$PGHP,1,2018,11,19,12,9,18,535,219,,2190047,1,*23"
"!BSVDM,1,1,,A,13akwD001p0r5?jOp4lh5h:h0@?l,0*44","$PGHP,1,2018,11,19,12,9,26,991,219,,2190047,1,*2C"
"!BSVDM,1,1,,B,13akwD001p0r5?jOp4lh5h:h0@?l,0*47","$PGHP,1,2018,11,19,12,9,26,991,219,,2190047,1,*2C"
"!BSVDM,1,1,,B,13akwD001p0r5A>Op6?h80;605PT,0*14","$PGHP,1,2018,11,19,12,9,38,270,219,,2190047,1,*27"
"!BSVDM,1,1,,A,13akwD001p0r5A>Op6?h80;605PT,0*17","$PGHP,1,2018,11,19,12,9,38,270,219,,2190048,1,*28"
"!BSVDM,1,1,,B,13akwD001p0r5BBOp7T@6@9J00S0,0*4B","$PGHP,1,2018,11,19,12,9,47,943,219,,2190051,1,*23"
"!BSVDM,1,1,,A,13akwD001p0r5BBOp7T@6@9J00S0,0*48","$PGHP,1,2018,11,19,12,9,47,943,219,,2190047,1,*24"
"!BSVDM,1,1,,A,13akwD001q0r5BjOp8p@507f0<1W,0*12","$PGHP,1,2018,11,19,12,9,58,161,219,,2190047,1,*22"
"!BSVDM,1,1,,B,13akwD001q0r5BjOp8p@507f0<1W,0*11","$PGHP,1,2018,11,19,12,9,58,161,219,,2190047,1,*22"
"!BSVDM,1,1,,A,13akwD001q0r5C0Op:2P2h680D1a,0*57","$PGHP,1,2018,11,19,12,10,7,553,219,,2190047,1,*25"
"!BSVDM,1,1,,B,13akwD001q0r5C0Op:2P2h680D1a,0*54","$PGHP,1,2018,11,19,12,10,7,553,219,,2190051,1,*22"
"!BSVDM,1,1,,B,13akwD001q0r5CHOp;R01P6N08:o,0*19","$PGHP,1,2018,11,19,12,10,18,536,219,,2190047,1,*18"
"!BSVDM,1,1,,A,13akwD001q0r5CHOp;R01P6N08:o,0*1A","$PGHP,1,2018,11,19,12,10,18,536,219,,2190047,1,*18"
"!BSVDM,1,1,,A,13akwD001q0r5CJOp<d@0h8h0<1c,0*4B","$PGHP,1,2018,11,19,12,10,26,991,219,,2190047,1,*14"
"!BSVDM,1,1,,B,13akwD001q0r5CJOp<d@0h8h0<1c,0*48","$PGHP,1,2018,11,19,12,10,26,991,219,,2190047,1,*14"
"!BSVDM,1,1,,A,13akwD001q0r5CjOp>8h209600S9,0*2C","$PGHP,1,2018,11,19,12,10,38,270,219,,2190051,1,*18"
"!BSVDM,1,1,,B,13akwD001q0r5CjOp>8h209600S9,0*2F","$PGHP,1,2018,11,19,12,10,38,270,219,,2190047,1,*1F"
"!BSVDM,1,1,,B,13akwD001q0r5DJOp?NP3@;J0HKt,0*65","$PGHP,1,2018,11,19,12,10,47,678,219,,2190051,1,*1C"
"!BSVDM,1,1,,A,13akwD001q0r5DJOp?NP3@;J0HKt,0*66","$PGHP,1,2018,11,19,12,10,47,678,219,,2190047,1,*1B"
"!BSVDM,1,1,,B,13akwD001q0r5E0Op@lh409f08R5,0*0A","$PGHP,1,2018,11,19,12,10,58,161,219,,2190047,1,*1A"
"!BSVDM,1,1,,A,13akwD001q0r5E0Op@lh409f08R5,0*09","$PGHP,1,2018,11,19,12,10,58,161,219,,2190051,1,*1D"
"!BSVDM,1,1,,A,13akwD001q0r5ETOpAvP4P880@4K,0*11","$PGHP,1,2018,11,19,12,11,7,553,219,,2190047,1,*24"
"!BSVDM,1,1,,B,13akwD001q0r5ETOpAvP4P880@4K,0*12","$PGHP,1,2018,11,19,12,11,7,553,219,,2190051,1,*23"
"!BSVDM,1,1,,A,13akwD001q0r5F@OpCGh3@8N05Pd,0*52","$PGHP,1,2018,11,19,12,11,18,536,219,,2190047,1,*19"
"!BSVDM,1,1,,B,13akwD001q0r5F@OpCGh3@8N05Pd,0*51","$PGHP,1,2018,11,19,12,11,18,552,219,,2190047,1,*1B"
"!BSVDM,1,1,,B,13akwD001p0r5FLOpDQP3@8h08?l,0*39","$PGHP,1,2018,11,19,12,11,27,7,219,,2190047,1,*12"
"!BSVDM,1,1,,A,13akwD001p0r5FVOpEu02P760<1T,0*17","$PGHP,1,2018,11,19,12,11,38,240,219,,2190051,1,*1A"
"!BSVDM,1,1,,B,13akwD001p0r5FVOpEu02P760<1T,0*14","$PGHP,1,2018,11,19,12,11,38,255,219,,2190047,1,*19"
"!BSVDM,1,1,,B,13akwD001p0r5FtOpG900P9H0D1T,0*72","$PGHP,1,2018,11,19,12,11,47,678,219,,2190051,1,*1D"
"!BSVDM,1,1,,A,13akwD001p0r5FtOpG900P9H0D1T,0*71","$PGHP,1,2018,11,19,12,11,47,694,219,,2190047,1,*18"
"!BSVDM,1,1,,A,13akwD001p0r5G@OpHU@0@9f05Pd,0*49","$PGHP,1,2018,11,19,12,11,58,162,219,,2190047,1,*18"
"!BSVDM,1,1,,B,13akwD001p0r5G@OpHU@0@9f05Pd,0*4A","$PGHP,1,2018,11,19,12,11,58,178,219,,2190047,1,*13"
"!BSVDM,1,1,,B,13akwD001p0r5GDOpIsP0h::0<1R,0*50","$PGHP,1,2018,11,19,12,12,7,554,219,,2190051,1,*27"
"!BSVDM,1,1,,A,13akwD001p0r5GDOpIsP0h::0<1R,0*53","$PGHP,1,2018,11,19,12,12,7,554,219,,2190047,1,*20"
"!BSVDM,1,1,,B,13akwD001p0r5GFOpKGh30<P00Rm,0*3B","$PGHP,1,2018,11,19,12,12,18,552,219,,2190047,1,*18"
"!BSVDM,1,1,,A,13akwD001p0r5GFOpKGh30<P00Rm,0*38","$PGHP,1,2018,11,19,12,12,18,552,219,,2190047,1,*18"
"!BSVDM,1,1,,B,13akwD001p0r5GjOpLIh5@<h05Ph,0*52","$PGHP,1,2018,11,19,12,12,26,992,219,,2190051,1,*12"
"!BSVDM,1,1,,A,13akwD001p0r5GjOpLIh5@<h05Ph,0*51","$PGHP,1,2018,11,19,12,12,26,992,219,,2190047,1,*15"
"!BSVDM,1,1,,A,13akwD001o0r5HHOpMmh7@=608FJ,0*22","$PGHP,1,2018,11,19,12,12,38,241,219,,2190051,1,*18"
"!BSVDM,1,1,,B,13akwD001o0r5HHOpMmh7@=608FJ,0*21","$PGHP,1,2018,11,19,12,12,38,256,219,,2190047,1,*19"
"!BSVDM,1,1,,A,13akwD001o0r5INOpO8@80=J0@Kt,0*12","$PGHP,1,2018,11,19,12,12,47,695,219,,2190047,1,*1A"
"!BSVDM,1,1,,B,13akwD001o0r5INOpO8@80=J0@Kt,0*11","$PGHP,1,2018,11,19,12,12,47,695,219,,2190051,1,*1D"
"!BSVDM,1,1,,A,13akwD001o0r5K8OpPNP8h;f00SC,0*32","$PGHP,1,2018,11,19,12,12,58,178,219,,2190048,1,*1F"
"!BSVDM,1,1,,B,13akwD001o0r5K8OpPNP8h;f00SC,0*31","$PGHP,1,2018,11,19,12,12,58,178,219,,2190047,1,*10"
"!BSVDM,1,1,,A,13akwD001o0r5L<OpQVP7P:8084K,0*27","$PGHP,1,2018,11,19,12,13,7,554,219,,2190047,1,*21"
"!BSVDM,1,1,,B,13akwD001o0r5L<OpQVP7P:8084K,0*24","$PGHP,1,2018,11,19,12,13,7,554,219,,2190048,1,*2E"
"!BSVDM,1,1,,A,13akwD001o0r5M0OpRvP5@8N0L1W,0*02","$PGHP,1,2018,11,19,12,13,17,976,219,,2190051,1,*1B"
"!BSVDM,1,1,,B,13akwD001o0r5M0OpRvP5@8N0L1W,0*01","$PGHP,1,2018,11,19,12,13,17,991,219,,2190047,1,*15"
"!BSVDM,1,1,,B,13akwD001o0r5MfOpT0@4P8f00S`,0*17","$PGHP,1,2018,11,19,12,13,27,8,219,,2190047,1,*1F"
"!BSVDM,1,1,,A,13akwD001o0r5MfOpT0@4P8f00S`,0*14","$PGHP,1,2018,11,19,12,13,27,8,219,,2190047,1,*1F"
"!BSVDM,1,1,,B,13akwD001n0r5MrOpUSP40;605Pl,0*49","$PGHP,1,2018,11,19,12,13,38,256,219,,2190047,1,*18"
"!BSVDM,1,1,,A,13akwD001n0r5MrOpUSP40;605Pl,0*4A","$PGHP,1,2018,11,19,12,13,38,256,219,,2190048,1,*17"
"!BSVDM,1,1,,A,13akwD001n0r5NPOpVo@5P;J0<1V,0*0B","$PGHP,1,2018,11,19,12,13,47,695,219,,2190047,1,*1B"
"!BSVDM,1,1,,B,13akwD001n0r5NPOpVo@5P;J0<1V,0*08","$PGHP,1,2018,11,19,12,13,47,695,219,,2190048,1,*14"
"!BSVDM,1,1,,A,13akwD001n0r5OJOp`AP6P;h0L1W,0*48","$PGHP,1,2018,11,19,12,13,58,413,219,,2190048,1,*16"
"!BSVDM,1,1,,B,13akwD001n0r5OJOp`AP6P;h0L1W,0*4B","$PGHP,1,2018,11,19,12,13,58,413,219,,2190047,1,*19"
"!BSVDM,1,1,,A,13akwD001n0r5P:OpaJ@6P::05Pp,0*51","$PGHP,1,2018,11,19,12,14,7,555,219,,2190047,1,*27"
"!BSVDM,1,1,,B,13akwD001n0r5P:OpaJ@6P::05Pp,0*52","$PGHP,1,2018,11,19,12,14,7,555,219,,2190051,1,*20"
"!BSVDM,1,1,,A,13akwD001n0r5PVOpbdh5@8N0H:R,0*68","$PGHP,1,2018,11,19,12,14,17,991,219,,2190048,1,*1D"
"!BSVDM,1,1,,B,13akwD001n0r5PVOpbdh5@8N0H:R,0*6B","$PGHP,1,2018,11,19,12,14,17,991,219,,2190047,1,*12"
"!BSVDM,1,1,,B,13akwD001n0r5Q:Opd10408j0<1W,0*22","$PGHP,1,2018,11,19,12,14,27,804,219,,2190051,1,*1B"
"!BSVDM,1,1,,A,13akwD001n0r5Q:Opd10408j0<1W,0*21","$PGHP,1,2018,11,19,12,14,27,804,219,,2190047,1,*1C"
"!BSVDM,1,1,,A,13akwD001n0r5QhOpeBh1h9600S1,0*51","$PGHP,1,2018,11,19,12,14,38,257,219,,2190047,1,*1E"
"!BSVDM,1,1,,B,13akwD001n0r5QhOpeBh1h9600S1,0*52","$PGHP,1,2018,11,19,12,14,38,257,219,,2190047,1,*1E"
"!BSVDM,1,1,,A,13akwD001n0r5R<OpfN@2h;H08Kt,0*0B","$PGHP,1,2018,11,19,12,14,47,695,219,,2190047,1,*1C"
"!BSVDM,1,1,,B,13akwD001n0r5R<OpfN@2h;H08Kt,0*08","$PGHP,1,2018,11,19,12,14,47,695,219,,2190051,1,*1B"
"!BSVDM,1,1,,A,13akwD001n0r5RfOpgqh3h;f0HR>,0*4B","$PGHP,1,2018,11,19,12,14,58,413,219,,2190047,1,*1E"
"!BSVDM,1,1,,B,13akwD001n0r5RfOpgqh3h;f0HR>,0*48","$PGHP,1,2018,11,19,12,14,58,413,219,,2190047,1,*1E"
"!BSVDM,2,1,9,A,53akwD02<lc:10H8T00lU=<uE8T8u8L000000016?H<796rm0BA3lQ4Q,0*4A!BSVDM,2,2,9,A,@j5000000000000,2*1B","$PGHP,1,2018,11,19,12,15,4,872,219,,2190047,1,*2D"
"!BSVDM,2,1,0,B,53akwD02<lc:10H8T00lU=<uE8T8u8L000000016?H<796rm0BA3lQ4Q,0*40!BSVDM,2,2,0,B,@j5000000000000,2*11","$PGHP,1,2018,11,19,12,15,4,887,219,,2190047,1,*27"
"!BSVDM,1,1,,A,13akwD001n0r5SJOpi4@5h<800S@,0*5D","$PGHP,1,2018,11,19,12,15,7,570,219,,2190047,1,*21"
"!BSVDM,1,1,,B,13akwD001n0r5SJOpi4@5h<800S@,0*5E","$PGHP,1,2018,11,19,12,15,7,570,219,,2190051,1,*26"
"!BSVDM,1,1,,A,13akwD001m0r5TLOpjF@7h<L0D1V,0*58","$PGHP,1,2018,11,19,12,15,17,992,219,,2190048,1,*1F"
"!BSVDM,1,1,,B,13akwD001m0r5TLOpjF@7h<L0D1V,0*5B","$PGHP,1,2018,11,19,12,15,17,992,219,,2190047,1,*10"
"!BSVDM,1,1,,B,13akwD001m0r5UROpkd09@<j08@B,0*0E","$PGHP,1,2018,11,19,12,15,27,805,219,,2190048,1,*13"
"!BSVDM,1,1,,A,13akwD001m0r5UROpkd09@<j08@B,0*0D","$PGHP,1,2018,11,19,12,15,27,805,219,,2190047,1,*1C"
"!BSVDM,1,1,,B,13akwD001m0r5VNOplt@:P=60@FA,0*45","$PGHP,1,2018,11,19,12,15,38,23,219,,2190047,1,*2E"
"!BSVDM,1,1,,A,13akwD001m0r5VNOplt@:P=60@FA,0*46","$PGHP,1,2018,11,19,12,15,38,23,219,,2190051,1,*29"
"!BSVDM,1,1,,A,13akwD001m0r5`4Opn@@:h;J05Pt,0*28","$PGHP,1,2018,11,19,12,15,47,695,219,,2190047,1,*1D"
"!BSVDM,1,1,,B,13akwD001m0r5`4Opn@@:h;J05Pt,0*2B","$PGHP,1,2018,11,19,12,15,47,695,219,,2190047,1,*1D"
"!BSVDM,1,1,,A,13akwD001m0r5aJOpoR@9h;f0D1c,0*6C","$PGHP,1,2018,11,19,12,15,58,413,219,,2190051,1,*18"
"!BSVDM,1,1,,B,13akwD001m0r5aJOpoR@9h;f0D1c,0*6F","$PGHP,1,2018,11,19,12,15,58,429,219,,2190047,1,*16"
"!BSVDM,1,1,,B,13akwD001m0r5bVOppm08P8:0H4Q,0*7D","$PGHP,1,2018,11,19,12,16,7,727,219,,2190051,1,*25"
"!BSVDM,1,1,,A,13akwD001m0r5bVOppm08P8:0H4Q,0*7E","$PGHP,1,2018,11,19,12,16,7,727,219,,2190047,1,*22"
"!BSVDM,1,1,,B,13akwD001l0r5c`Opr6@708N0@:R,0*7C","$PGHP,1,2018,11,19,12,16,17,992,219,,2190047,1,*13"
"!BSVDM,1,1,,A,13akwD001l0r5c`Opr6@708N0@:R,0*7F","$PGHP,1,2018,11,19,12,16,17,992,219,,2190051,1,*14"
"!BSVDM,1,1,,A,13akwD001l0r5dJOps=P5P8h05Q0,0*70","$PGHP,1,2018,11,19,12,16,27,805,219,,2190047,1,*1F"
"!BSVDM,1,1,,B,13akwD001l0r5dJOps=P5P8h05Q0,0*73","$PGHP,1,2018,11,19,12,16,27,805,219,,2190051,1,*18"
"!BSVDM,1,1,,B,13akwD001l0r5dpOptU@4P960<1g,0*56","$PGHP,1,2018,11,19,12,16,38,23,219,,2190047,1,*2D"
"!BSVDM,1,1,,A,13akwD001l0r5dpOptU@4P960<1g,0*55","$PGHP,1,2018,11,19,12,16,38,23,219,,2190051,1,*2A"
"!BSVDM,1,1,,B,13akwD001l0r5e4OpuoP4@;J00RS,0*0D","$PGHP,1,2018,11,19,12,16,47,696,219,,2190051,1,*1A"
"!BSVDM,1,1,,A,13akwD001l0r5e4OpuoP4@;J00RS,0*0E","$PGHP,1,2018,11,19,12,16,47,711,219,,2190047,1,*13"
"!BSVDM,1,1,,A,13akwD001l0r5e`OpwAh6P;h0@R>,0*63","$PGHP,1,2018,11,19,12,16,58,413,219,,2190047,1,*1C"
"!BSVDM,1,1,,B,13akwD001l0r5e`OpwAh6P;h0@R>,0*60","$PGHP,1,2018,11,19,12,16,58,429,219,,2190047,1,*15"
"!BSVDM,1,1,,A,13akwD001l0r5fLOq0HP6h::0D1c,0*6A","$PGHP,1,2018,11,19,12,17,7,727,219,,2190047,1,*23"
"!BSVDM,1,1,,B,13akwD001l0r5fLOq0HP6h::0D1c,0*69","$PGHP,1,2018,11,19,12,17,7,727,219,,2190051,1,*24"
"!BSVDM,1,1,,A,13akwD001l0r5gROq1`P7h:N0<1a,0*53","$PGHP,1,2018,11,19,12,17,17,992,219,,2190051,1,*15"
"!BSVDM,1,1,,B,13akwD001l0r5gROq1`P7h:N0<1a,0*50","$PGHP,1,2018,11,19,12,17,18,8,219,,2190047,1,*17"
"!BSVDM,1,1,,A,13akwD001k0r5hNOq2pP8@:j00SC,0*1B","$PGHP,1,2018,11,19,12,17,27,805,219,,2190047,1,*1E"
"!BSVDM,1,1,,B,13akwD001k0r5hNOq2pP8@:j00SC,0*18","$PGHP,1,2018,11,19,12,17,27,805,219,,2190048,1,*11"
"!BSVDM,1,1,,B,13akwD001l0r5iVOq4:@8@;608FA,0*18","$PGHP,1,2018,11,19,12,17,38,24,219,,2190047,1,*2B"
"!BSVDM,1,1,,A,13akwD001l0r5iVOq4:@8@;608FA,0*1B","$PGHP,1,2018,11,19,12,17,38,24,219,,2190051,1,*2C"
"!BSVDM,1,1,,B,13akwD001l0r5jBOq5C@80;H0HKE,0*00","$PGHP,1,2018,11,19,12,17,46,666,219,,2190048,1,*1D"
"!BSVDM,1,1,,A,13akwD001l0r5jBOq5C@80;H0HKE,0*03","$PGHP,1,2018,11,19,12,17,46,666,219,,2190047,1,*12"
"!BSVDM,1,1,,B,13akwD001l0r5k<Oq6bh6P9f0<1W,0*2B","$PGHP,1,2018,11,19,12,17,58,429,219,,2190047,1,*14"
"!BSVDM,1,1,,A,13akwD001l0r5k<Oq6bh6P9f0<1W,0*28","$PGHP,1,2018,11,19,12,17,58,429,219,,2190051,1,*13"
"!BSVDM,1,1,,B,13akwD001k0r5l0Oq7j04h880@4Q,0*6C","$PGHP,1,2018,11,19,12,18,7,727,219,,2190048,1,*23"
"!BSVDM,1,1,,B,13akwD001k0r5ldOq9;04@:N08:R,0*4E","$PGHP,1,2018,11,19,12,18,18,8,219,,2190047,1,*18"
"!BSVDM,1,1,,A,13akwD001k0r5ldOq9;04@:N08:R,0*4D","$PGHP,1,2018,11,19,12,18,18,8,219,,2190047,1,*18"
"!BSVDM,1,1,,A,13akwD001k0r5m0Oq:SP4h:l0D1V,0*6A","$PGHP,1,2018,11,19,12,18,28,55,219,,2190047,1,*23"
"!BSVDM,1,1,,B,13akwD001k0r5m0Oq:SP4h:l0D1V,0*69","$PGHP,1,2018,11,19,12,18,28,55,219,,2190047,1,*23"
"!BSVDM,1,1,,B,13akwD001k0r5mlOq;c@7@=605Q8,0*1D","$PGHP,1,2018,11,19,12,18,38,24,219,,2190047,1,*24"
"!BSVDM,1,1,,A,13akwD001k0r5mlOq;c@7@=605Q8,0*1E","$PGHP,1,2018,11,19,12,18,38,24,219,,2190051,1,*23"
"!BSVDM,1,1,,B,13akwD001k0r5nPOq<l@8P=H0D1b,0*00","$PGHP,1,2018,11,19,12,18,46,666,219,,2190051,1,*1A"
"!BSVDM,1,1,,A,13akwD001k0r5nPOq<l@8P=H0D1b,0*03","$PGHP,1,2018,11,19,12,18,46,666,219,,2190047,1,*1D"
"!BSVDM,1,1,,B,13akwD001k0r5pBOq>E0:0=h08R>,0*56","$PGHP,1,2018,11,19,12,18,58,429,219,,2190047,1,*1B"
"!BSVDM,1,1,,A,13akwD001k0r5pBOq>E0:0=h08R>,0*55","$PGHP,1,2018,11,19,12,18,58,429,219,,2190051,1,*1C"
"!BSVDM,1,1,,B,13akwD001k0r5qPOq?Lh;0::0<1b,0*7A","$PGHP,1,2018,11,19,12,19,7,727,219,,2190051,1,*2A"
"!BSVDM,1,1,,A,13akwD001k0r5qPOq?Lh;0::0<1b,0*79","$PGHP,1,2018,11,19,12,19,7,727,219,,2190047,1,*2D"
"!BSVDM,1,1,,A,13akwD001k0r5rhOq@d09h<N05Q<,0*52","$PGHP,1,2018,11,19,12,19,18,8,219,,2190047,1,*19"
"!BSVDM,1,1,,B,13akwD001k0r5rhOq@d09h<N05Q<,0*51","$PGHP,1,2018,11,19,12,19,18,8,219,,2190047,1,*19"
"!BSVDM,1,1,,A,13akwD0Oik0r5sNOqAsP4P@j0@@K,0*5A","$PGHP,1,2018,11,19,12,19,28,55,219,,2190047,1,*22"
"!BSVDM,1,1,,B,13akwD0Oik0r5sNOqAsP4P@j0@@K,0*59","$PGHP,1,2018,11,19,12,19,28,55,219,,2190047,1,*22"
"!BSVDM,1,1,,A,13akwD001j0r5tJOqC;090E600SB,0*0B","$PGHP,1,2018,11,19,12,19,38,23,219,,2190051,1,*25"
